"nome_cientifico","listavermelha","port443","inmma2014","port561","portmma_148_2022","volume","uf","ano"
ocotea catharinensis,VU,VU,,,VU,65.269,MT,2014.0
cedrela odorata,VU,VU,VU,VU,VU,2530.0407999999999957,AM,2008.0
amburana acreana,VU,VU,,,VU,5787.94480000000000074,AC,2008.0
mezilaurus itauba,VU,VU,,VU,VU,2861.9456999999999983,RO,2018.0
pradosia kuhlmannii,EN,EN,,,EN,40.0,AM,2007.0
hymenaea parvifolia,VU,VU,,VU,VU,5.2710000000000002,AC,2013.0
vochysia mapuerae,,,,,VU,223.9009,PA,2012.0
amburana acreana,VU,VU,,,VU,11539.319599999999999,MT,2009.0
virola surinamensis,VU,VU,,VU,VU,3.16,AM,2007.0
cedrela odorata,VU,VU,VU,VU,VU,6.010,RR,2014.0
mezilaurus itauba,VU,VU,,VU,VU,2644.3349999999999781,AM,2008.0
bulnesia sarmientoi,,,CR,,,226.3973,PA,2013.0
vochysia rufescens,,,,,VU,7490.2496,MT,2019.0
diplotropis rodriguesii,,,,,VU,68.9649,RO,2015.0
virola surinamensis,VU,VU,,VU,VU,19946.2351,PA,2011.0
hymenolobium excelsum,VU,VU,,VU,VU,512.866,RR,2016.0
erisma fuscum,,,,,EN,121.9728,AM,2020.0
vouacapoua americana,EN,EN,,EN,EN,38626.9135,PA,2012.0
apuleia leiocarpa,VU,VU,,VU,VU,33496.9155000000000116,PA,2017.0
mezilaurus itauba,VU,VU,,VU,VU,215289.6839,MT,2007.0
peltogyne paradoxa,,,,,VU,514.925,MT,2014.0
vouacapoua americana,EN,EN,,EN,EN,254.4818000000000024,PA,2018.0
cariniana legalis,EN,EN,,EN,EN,1323.883,MT,2009.0
hymenaea parvifolia,VU,VU,,VU,VU,3557.5314999999999999,AM,2016.0
apuleia leiocarpa,VU,VU,,VU,VU,20325.6569,PA,2008.0
xylopia brasiliensis,,,,,VU,105.800,MT,2015.0
peltogyne paradoxa,,,,,VU,2744.5974,RO,2013.0
dimorphandra wilsonii,CR,CR,,,EN,62.8753,PA,2017.0
pilocarpus jaborandi,EN,EN,,EN,EN,34.3920,PA,2011.0
ocotea odorifera,EN,EN,,EN,EN,2.452,RR,2010.0
mezilaurus itauba,VU,VU,,VU,VU,189077.5657999999999997,MT,2013.0
vouacapoua americana,EN,EN,,EN,EN,28.289,AP,2015.0
mezilaurus itauba,VU,VU,,VU,VU,27255.1964999999999997,PA,2009.0
apuleia leiocarpa,VU,VU,,VU,VU,50518.8027,PA,2010.0
buchenavia parvifolia,,VU,,,,6617.268999999999997,MT,2017.0
euxylophora paraensis,CR,CR,,CR,EN,19446.8948,PA,2009.0
hymenaea parvifolia,VU,VU,,VU,VU,6936.1280000000000003,PA,2020.0
couratari asterotricha,EN,EN,,,EN,287.508,RO,2014.0
apuleia leiocarpa,VU,VU,,VU,VU,511.285,AM,2008.0
eriotheca longipedicellata,,,,,VU,62.2282,RO,2014.0
mezilaurus itauba,VU,VU,,VU,VU,215896.3759,MT,2011.0
hymenolobium excelsum,VU,VU,,VU,VU,102.3880,AP,2018.0
mezilaurus itauba,VU,VU,,VU,VU,69.815,RR,2010.0
eriotheca longipedicellata,,,,,VU,2056.4275,PA,2013.0
erisma fuscum,,,,,EN,416.0684999999999942,RO,2020.0
qualea labouriauana,,,,,VU,57.6139999999999998,AC,2020.0
pouteria macrocarpa,VU,,,,,34.497,MT,2020.0
vochysia rufescens,,,,,VU,6418.0628,MT,2017.0
aniba rosaeodora,EN,EN,CR,EN,,100.000,MT,2018.0
vochysia rufescens,,,,,VU,7841.8671,MT,2014.0
euxylophora paraensis,CR,CR,,CR,EN,91.847,RR,2013.0
ocotea fragrantissima,,,,,EN,170.5130,PA,2015.0
apuleia leiocarpa,VU,VU,,VU,VU,8.8570,RR,2014.0
hymenolobium excelsum,VU,VU,,VU,VU,61.5485,MT,2009.0
ocotea odorifera,EN,EN,,EN,EN,42.0000,PA,2013.0
manilkara bella,EN,,,,,1039.308,MT,2020.0
cariniana legalis,EN,EN,,EN,EN,4803.363999999999996,MT,2018.0
cedrela odorata,VU,VU,VU,VU,VU,2935.7261000000000272,AM,2016.0
hymenolobium excelsum,VU,VU,,VU,VU,28212.9114,MT,2016.0
apuleia leiocarpa,VU,VU,,VU,VU,16.3040000000000005,AP,2010.0
centrolobium paraense,EN,EN,,EN,EN,93.6660000000000004,RR,2007.0
erisma fuscum,,,,,EN,64.0844,RR,2014.0
apuleia leiocarpa,VU,VU,,VU,VU,9304.1001,RO,2012.0
cedrela odorata,VU,VU,VU,VU,VU,8302.7169,PA,2015.0
peltogyne discolor,,,,,VU,105.0369,PA,2017.0
cedrela odorata,VU,VU,VU,VU,VU,11458.5031,MT,2011.0
eriotheca longipedicellata,,,,,VU,58.310,MT,2012.0
buchenavia parvifolia,,VU,,,,14636.5117,MT,2014.0
euxylophora paraensis,CR,CR,,CR,EN,179.342000000000002,RO,2018.0
cariniana legalis,EN,EN,,EN,EN,2.419,RR,2018.0
pradosia kuhlmannii,EN,EN,,,EN,559.7046,PA,2009.0
mezilaurus itauba,VU,VU,,VU,VU,187273.743099999999995,MT,2016.0
apuleia leiocarpa,VU,VU,,VU,VU,143814.273299999999994,MT,2019.0
euxylophora paraensis,CR,CR,,CR,EN,289.950800000000001,PA,2020.0
peltogyne paradoxa,,,,,VU,825.867,MT,2015.0
centrolobium paraense,EN,EN,,EN,EN,1138.7458999999999833,AM,2015.0
aniba rosaeodora,EN,EN,CR,EN,,578.183000000000012,AM,2009.0
amburana acreana,VU,VU,,,VU,21574.752200000000009,MT,2020.0
ocotea odorata,,,,,EN,579.73,PA,2007.0
buchenavia parvifolia,,VU,,,,6.287,RR,2008.0
hymenolobium excelsum,VU,VU,,VU,VU,45768.4171,RO,2011.0
erisma fuscum,,,,,EN,37.935999999999998,AM,2013.0
virola surinamensis,VU,VU,,VU,VU,5613.1402,PA,2015.0
euxylophora paraensis,CR,CR,,CR,EN,7.0820000000000008,AP,2015.0
cedrela odorata,VU,VU,VU,VU,VU,12435.9062999999999958,MT,2017.0
cedrela fissilis,VU,VU,VU,VU,VU,10.527,AC,2008.0
bulnesia sarmientoi,,,CR,,,417.0537,PA,2011.0
ocotea fragrantissima,,,,,EN,453.8890000000000058,AM,2015.0
cedrela fissilis,VU,VU,VU,VU,VU,143.9419999999999994,AC,2012.0
ocotea odorata,,,,,EN,169.6860,PA,2008.0
virola surinamensis,VU,VU,,VU,VU,13631.5273,PA,2019.0
amburana acreana,VU,VU,,,VU,1194.9379000000000040,AM,2017.0
amburana acreana,VU,VU,,,VU,2182.9066999999999962,AM,2016.0
hymenaea parvifolia,VU,VU,,VU,VU,38.203,AC,2020.0
ocotea odorifera,EN,EN,,EN,EN,13.7499999999999999,RR,2007.0
cariniana legalis,EN,EN,,EN,EN,53.0161,RO,2017.0
mezilaurus itauba,VU,VU,,VU,VU,4480.0695,RO,2014.0
cedrela odorata,VU,VU,VU,VU,VU,14380.3898,MT,2006.0
amburana acreana,VU,VU,,,VU,17.61,AM,2013.0
centrolobium paraense,EN,EN,,EN,EN,2.095,AC,2018.0
zeyheria tuberculosa,VU,VU,,VU,,10.051,RO,2012.0
hymenolobium excelsum,VU,VU,,VU,VU,956.93210000000000446,AC,2013.0
apuleia leiocarpa,VU,VU,,VU,VU,37.007,RR,2011.0
centrolobium paraense,EN,EN,,EN,EN,1363.0028999999999928,AC,2015.0
euxylophora paraensis,CR,CR,,CR,EN,928.0139,RR,2008.0
cedrela fissilis,VU,VU,VU,VU,VU,5.0,RR,2010.0
lafoensia glyptocarpa,,,,,EN,20.468,RO,2013.0
cariniana legalis,EN,EN,,EN,EN,125.0000,PA,2009.0
swietenia macrophylla,VU,VU,CR,VU,VU,830.4494999999999982,AC,2019.0
bertholletia excelsa,VU,VU,,VU,VU,620.750,RO,2014.0
couratari asterotricha,EN,EN,,,EN,156.00,RO,2012.0
erisma fuscum,,,,,EN,271.6760000000000004,AP,2013.0
amburana acreana,VU,VU,,,VU,20767.017700000000007,MT,2019.0
hymenolobium excelsum,VU,VU,,VU,VU,49994.7165,RO,2013.0
cedrela fissilis,VU,VU,VU,VU,VU,66.067,MT,2018.0
bertholletia excelsa,VU,VU,,VU,VU,317.907,RR,2017.0
centrolobium paraense,EN,EN,,EN,EN,4.33,RR,2011.0
dimorphandra wilsonii,CR,CR,,,EN,557.5820,PA,2007.0
ocotea odorifera,EN,EN,,EN,EN,4103.396,MT,2019.0
peltogyne paradoxa,,,,,VU,8.4574,AC,2018.0
cedrela odorata,VU,VU,VU,VU,VU,7835.01869999999999664,AM,2018.0
vouacapoua americana,EN,EN,,EN,EN,880.6263,RO,2011.0
buchenavia parvifolia,,VU,,,,2507.6258,PA,2014.0
pradosia kuhlmannii,EN,EN,,,EN,66.3260,PA,2012.0
peltogyne discolor,,,,,VU,22.858,MT,2017.0
ocotea odorifera,EN,EN,,EN,EN,1813.7510,MT,2013.0
amburana acreana,VU,VU,,,VU,10602.1312999999999575,RO,2018.0
hymenolobium excelsum,VU,VU,,VU,VU,29898.8790,RO,2016.0
hymenaea parvifolia,VU,VU,,VU,VU,3782.1135,MT,2019.0
bertholletia excelsa,VU,VU,,VU,VU,9187.069999999999969,PA,2017.0
peltogyne maranhensis,VU,VU,,,VU,98.1720,PA,2016.0
hymenolobium excelsum,VU,VU,,VU,VU,502.2492000000000006,AC,2020.0
cedrela fissilis,VU,VU,VU,VU,VU,727.30,RO,2014.0
buchenavia parvifolia,,VU,,,,1902.4908000000000013,PA,2018.0
vouacapoua americana,EN,EN,,EN,EN,54.665,RO,2018.0
vouacapoua americana,EN,EN,,EN,EN,1971.2289999999999918,PA,2020.0
eriotheca longipedicellata,,,,,VU,256.178,RO,2017.0
eschweilera compressa,EN,EN,,,EN,1690.482000000000013,AM,2008.0
erisma fuscum,,,,,EN,18.6218,PA,2016.0
manilkara bella,EN,,,,,107.384,MT,2013.0
mezilaurus itauba,VU,VU,,VU,VU,556.4749999999999999,AC,2014.0
xylopia brasiliensis,,,,,VU,44.998,MT,2018.0
mezilaurus itauba,VU,VU,,VU,VU,6663.3532000000000102,RO,2015.0
hymenolobium excelsum,VU,VU,,VU,VU,3918.2308999999999831,AM,2017.0
ocotea porosa,EN,EN,,,EN,19.6464,RO,2014.0
cedrela fissilis,VU,VU,VU,VU,VU,28.01,MT,2009.0
peltogyne paradoxa,,,,,VU,14.153,AM,2014.0
vouacapoua americana,EN,EN,,EN,EN,242.1123000000000005,AP,2020.0
mezilaurus itauba,VU,VU,,VU,VU,30277.71169999999998394,PA,2010.0
virola surinamensis,VU,VU,,VU,VU,197.3002,AM,2015.0
cedrela odorata,VU,VU,VU,VU,VU,9010.315799999999999,MT,2016.0
ocotea fragrantissima,,,,,EN,98.9841,AM,2010.0
amburana acreana,VU,VU,,,VU,51.4470,PA,2013.0
couratari asterotricha,EN,EN,,,EN,1582.1966,PA,2014.0
cariniana legalis,EN,EN,,EN,EN,620.8050,PA,2013.0
eriotheca longipedicellata,,,,,VU,4.802,MT,2014.0
eschweilera compressa,EN,EN,,,EN,137.6270,PA,2013.0
peltogyne paradoxa,,,,,VU,1634.439999999999998,PA,2020.0
apuleia leiocarpa,VU,VU,,VU,VU,2687.7266,MT,2011.0
buchenavia parvifolia,,VU,,,,3066.9060,PA,2011.0
amburana acreana,VU,VU,,,VU,5462.6224,RO,2016.0
cedrela odorata,VU,VU,VU,VU,VU,4180.3826999999999891,PA,2018.0
ocotea odorifera,EN,EN,,EN,EN,2175.064,MT,2015.0
hymenaea parvifolia,VU,VU,,VU,VU,21.7530,AP,2011.0
cedrela fissilis,VU,VU,VU,VU,VU,7.687,AC,2013.0
ocotea odorifera,EN,EN,,EN,EN,2297.667,MT,2014.0
ocotea fragrantissima,,,,,EN,327.5271999999999997,PA,2017.0
qualea labouriauana,,,,,VU,161.7879,RO,2015.0
cedrela odorata,VU,VU,VU,VU,VU,5887.0857000000000016,PA,2017.0
terminalia acuminata,EN,EN,,,EN,661.5090,PA,2009.0
erisma fuscum,,,,,EN,58.7360,RO,2016.0
amburana acreana,VU,VU,,,VU,5983.93010000000001671,AC,2010.0
vouacapoua americana,EN,EN,,EN,EN,1404.434,MT,2006.0
bertholletia excelsa,VU,VU,,VU,VU,335.987,RO,2015.0
cariniana legalis,EN,EN,,EN,EN,47.884,RO,2013.0
mezilaurus itauba,VU,VU,,VU,VU,6712.59800000000002437,AM,2010.0
peltogyne discolor,,,,,VU,97.736,MT,2015.0
euxylophora paraensis,CR,CR,,CR,EN,9264.9779,PA,2014.0
swietenia macrophylla,VU,VU,CR,VU,VU,23.70,PA,2018.0
couratari pyramidata,EN,EN,,,EN,992.285,MT,2015.0
xylopia brasiliensis,,,,,VU,12.4751,RO,2011.0
mezilaurus itauba,VU,VU,,VU,VU,20818.0375,PA,2008.0
amburana acreana,VU,VU,,,VU,10678.3087,RO,2014.0
hymenolobium excelsum,VU,VU,,VU,VU,3822.1286999999999842,AM,2016.0
hymenolobium excelsum,VU,VU,,VU,VU,1407.9154000000000051,AC,2015.0
centrolobium paraense,EN,EN,,EN,EN,1710.62360000000001,AC,2016.0
hymenolobium excelsum,VU,VU,,VU,VU,6142.8191,MT,2007.0
cedrela odorata,VU,VU,VU,VU,VU,7255.35000000000000621,AC,2019.0
apuleia leiocarpa,VU,VU,,VU,VU,79.7007,AP,2009.0
cedrela odorata,VU,VU,VU,VU,VU,15767.8148000000000168,RO,2015.0
hymenolobium excelsum,VU,VU,,VU,VU,50997.0394,RO,2012.0
eriotheca longipedicellata,,,,,VU,604.1654,PA,2015.0
mezilaurus itauba,VU,VU,,VU,VU,123542.6025,MT,2006.0
ocotea fragrantissima,,,,,EN,92.7633,AM,2017.0
apuleia leiocarpa,VU,VU,,VU,VU,27262.7689,MT,2007.0
apuleia leiocarpa,VU,VU,,VU,VU,47117.4460000000001159,PA,2018.0
eschweilera compressa,EN,EN,,,EN,2091.9428,MT,2007.0
hymenaea parvifolia,VU,VU,,VU,VU,220.660,MT,2007.0
mezilaurus itauba,VU,VU,,VU,VU,193.7760,RR,2012.0
virola surinamensis,VU,VU,,VU,VU,736.5660,PA,2007.0
qualea coerulea,VU,VU,,,EN,317.8795,PA,2016.0
hymenolobium excelsum,VU,VU,,VU,VU,207.1833,MT,2008.0
amburana acreana,VU,VU,,,VU,17232.634200000000006,MT,2010.0
swietenia macrophylla,VU,VU,CR,VU,VU,925.6766000000000021,AM,2016.0
mezilaurus itauba,VU,VU,,VU,VU,42.700,RR,2019.0
peltogyne paradoxa,,,,,VU,151.3757000000000028,AM,2015.0
amburana acreana,VU,VU,,,VU,1517.7530000000000079,AM,2020.0
cedrela fissilis,VU,VU,VU,VU,VU,297.0139,PA,2015.0
lafoensia glyptocarpa,,,,,EN,735.4110000000000001,PA,2020.0
vouacapoua americana,EN,EN,,EN,EN,216.9324000000000006,AP,2013.0
apuleia leiocarpa,VU,VU,,VU,VU,23717.0708,MT,2006.0
euxylophora paraensis,CR,CR,,CR,EN,187.7145,PA,2017.0
vochysia eximia,,,,,VU,5359.2302,PA,2016.0
ocotea fragrantissima,,,,,EN,78.395,RO,2016.0
tabebuia cassinoides,EN,EN,,EN,VU,345.000,MT,2007.0
amburana acreana,VU,VU,,,VU,5745.0113999999999974,RO,2020.0
mezilaurus itauba,VU,VU,,VU,VU,1.456,RR,2007.0
virola surinamensis,VU,VU,,VU,VU,981.5524,RO,2017.0
amburana acreana,VU,VU,,,VU,21358.526600000000009,MT,2018.0
vouacapoua americana,EN,EN,,EN,EN,508.0467000000000015,AP,2019.0
aniba rosaeodora,EN,EN,CR,EN,,979.995,MT,2006.0
vochysia eximia,,,,,VU,210.4,AP,2010.0
xylopia brasiliensis,,,,,VU,73.294,MT,2014.0
bertholletia excelsa,VU,VU,,VU,VU,130.604,RO,2012.0
lafoensia glyptocarpa,,,,,EN,55.9850,PA,2011.0
erisma fuscum,,,,,EN,8.8301,RR,2020.0
pouteria macrocarpa,VU,,,,,141.076,MT,2017.0
virola surinamensis,VU,VU,,VU,VU,68.6020000000000043,AP,2013.0
virola surinamensis,VU,VU,,VU,VU,4.637,AM,2009.0
hymenaea parvifolia,VU,VU,,VU,VU,1442.5543,RO,2013.0
ocotea odorifera,EN,EN,,EN,EN,2123.146,MT,2006.0
paratecoma peroba,EN,EN,,EN,EN,71.3999999999999996,RR,2007.0
cedrela odorata,VU,VU,VU,VU,VU,9270.92029999999998481,AC,2011.0
hymenolobium excelsum,VU,VU,,VU,VU,7215.9260999999999865,AM,2019.0
vouacapoua americana,EN,EN,,EN,EN,1080.5768,RO,2014.0
ocotea fragrantissima,,,,,EN,5668.6659999999999946,AM,2008.0
cedrela fissilis,VU,VU,VU,VU,VU,251.83,RO,2013.0
aldina heterophylla,,,,,VU,539.8542999999999995,AM,2019.0
aldina heterophylla,,,,,VU,282.22,RO,2014.0
mezilaurus itauba,VU,VU,,VU,VU,5271.6259,RO,2012.0
aldina heterophylla,,,,,VU,882.1345999999999986,AM,2018.0
cedrela odorata,VU,VU,VU,VU,VU,4413.4894000000000043,AM,2009.0
euxylophora paraensis,CR,CR,,CR,EN,21075.3549,PA,2007.0
lafoensia glyptocarpa,,,,,EN,620.5518,PA,2018.0
bulnesia sarmientoi,,,CR,,,114.7610,PA,2019.0
euxylophora paraensis,CR,CR,,CR,EN,58.3520999999999998,RO,2019.0
cedrela fissilis,VU,VU,VU,VU,VU,167.5550000000000004,PA,2008.0
buchenavia parvifolia,,VU,,,,4142.5167,MT,2019.0
couratari asterotricha,EN,EN,,,EN,1087.6272,PA,2017.0
swietenia macrophylla,VU,VU,CR,VU,VU,354.8489999999999998,AC,2015.0
peltogyne paradoxa,,,,,VU,26.6820000000000002,AP,2014.0
apuleia leiocarpa,VU,VU,,VU,VU,5973.82530000000000074,AC,2017.0
pouteria macrocarpa,VU,,,,,575.531,MT,2014.0
ocotea odorata,,,,,EN,19.2784,PA,2020.0
hymenolobium excelsum,VU,VU,,VU,VU,1760.0501,RR,2011.0
euxylophora paraensis,CR,CR,,CR,EN,1.958,AM,2008.0
vouacapoua americana,EN,EN,,EN,EN,11316.6323,PA,2008.0
swietenia macrophylla,VU,VU,CR,VU,VU,9.0,AM,2008.0
bertholletia excelsa,VU,VU,,VU,VU,4.50,PA,2013.0
erisma fuscum,,,,,EN,9.5,RR,2007.0
cedrela fissilis,VU,VU,VU,VU,VU,1259.904,MT,2007.0
apuleia leiocarpa,VU,VU,,VU,VU,147166.8058000000000013,MT,2017.0
eriotheca longipedicellata,,,,,VU,62.971,RO,2013.0
qualea labouriauana,,,,,VU,785.9430000000000075,AM,2020.0
virola surinamensis,VU,VU,,VU,VU,1077.0914,RO,2014.0
cedrela odorata,VU,VU,VU,VU,VU,486.933,AM,2010.0
hymenaea parvifolia,VU,VU,,VU,VU,738.406200000000001,PA,2012.0
qualea coerulea,VU,VU,,,EN,7.978,AP,2018.0
qualea coerulea,VU,VU,,,EN,487.7196,PA,2020.0
cedrela odorata,VU,VU,VU,VU,VU,334.7589999999999995,RR,2007.0
aldina heterophylla,,,,,VU,71.3486,RO,2016.0
cariniana legalis,EN,EN,,EN,EN,889.6567,MT,2012.0
tabebuia cassinoides,EN,EN,,EN,VU,4.686,RO,2014.0
apuleia leiocarpa,VU,VU,,VU,VU,1905.9925,MT,2008.0
pouteria multiflora,,VU,,,EN,21.0360,PA,2011.0
cedrela fissilis,VU,VU,VU,VU,VU,71.8999999999999988,RR,2007.0
mezilaurus itauba,VU,VU,,VU,VU,7458.1781000000000018,AM,2019.0
peltogyne paradoxa,,,,,VU,2312.9781,MT,2016.0
cariniana legalis,EN,EN,,EN,EN,460.251,RR,2008.0
peltogyne paradoxa,,,,,VU,681.1409,PA,2009.0
mezilaurus itauba,VU,VU,,VU,VU,784.4561000000000032,AP,2013.0
erisma fuscum,,,,,EN,537.1160,PA,2007.0
euxylophora paraensis,CR,CR,,CR,EN,2.889,RR,2019.0
swietenia macrophylla,VU,VU,CR,VU,VU,202.8900,PA,2010.0
hymenolobium excelsum,VU,VU,,VU,VU,1559.48510000000000749,AC,2009.0
mezilaurus itauba,VU,VU,,VU,VU,302.8720000000000016,AC,2012.0
euplassa cantareirae,EN,EN,,,EN,32.3640,PA,2011.0
ocotea fragrantissima,,,,,EN,20,PA,2013.0
virola surinamensis,VU,VU,,VU,VU,1329.8740999999999981,RO,2015.0
cedrela odorata,VU,VU,VU,VU,VU,1410.329300000000016,AM,2011.0
swietenia macrophylla,VU,VU,CR,VU,VU,17.1320,PA,2012.0
cedrela fissilis,VU,VU,VU,VU,VU,976.6238,PA,2014.0
ocotea fragrantissima,,,,,EN,348.048699999999996,AM,2019.0
hymenaea parvifolia,VU,VU,,VU,VU,988.1672999999999997,PA,2013.0
vochysia eximia,,,,,VU,16.2220,PA,2014.0
cedrela fissilis,VU,VU,VU,VU,VU,76.6527,RO,2016.0
mezilaurus itauba,VU,VU,,VU,VU,967.54940000000000320,AP,2012.0
xylopia brasiliensis,,,,,VU,5.1071,RO,2019.0
eriotheca longipedicellata,,,,,VU,282.42399999999999934,AC,2010.0
vismia parviflora,,,,,EN,3.2469,RO,2019.0
eriotheca longipedicellata,,,,,VU,450.7683,PA,2017.0
amburana acreana,VU,VU,,,VU,7228.66140000000001077,AC,2018.0
hymenaea parvifolia,VU,VU,,VU,VU,3334.1523,RO,2014.0
ocotea odorata,,,,,EN,98.9919,PA,2019.0
swietenia macrophylla,VU,VU,CR,VU,VU,270.5127,PA,2007.0
erisma fuscum,,,,,EN,26.532,AP,2014.0
eschweilera compressa,EN,EN,,,EN,24.278,RO,2014.0
virola surinamensis,VU,VU,,VU,VU,37.704,RO,2013.0
cedrela fissilis,VU,VU,VU,VU,VU,243.617,MT,2019.0
ocotea odorifera,EN,EN,,EN,EN,6.392,RR,2008.0
hymenolobium excelsum,VU,VU,,VU,VU,689.251,RR,2009.0
mezilaurus itauba,VU,VU,,VU,VU,70,SC,2007.0
apuleia leiocarpa,VU,VU,,VU,VU,1297.311000000000005,AM,2007.0
hymenolobium excelsum,VU,VU,,VU,VU,104.014,AP,2011.0
qualea labouriauana,,,,,VU,118.0803,RO,2018.0
